vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
9861/10943 (epoch 81.098) train_loss=421.49035645 time/batch=1.02s
9862/10943 (epoch 81.106) train_loss=262.39422607 time/batch=0.71s
9863/10943 (epoch 81.114) train_loss=117.43872070 time/batch=0.32s
9864/10943 (epoch 81.123) train_loss=258.11694336 time/batch=0.63s
9865/10943 (epoch 81.131) train_loss=409.48306274 time/batch=1.03s
9866/10943 (epoch 81.139) train_loss=282.24295044 time/batch=0.74s
9867/10943 (epoch 81.147) train_loss=141.80110168 time/batch=0.38s
9868/10943 (epoch 81.155) train_loss=213.42477417 time/batch=0.53s
9869/10943 (epoch 81.164) train_loss=136.01167297 time/batch=0.38s
9870/10943 (epoch 81.172) train_loss=249.74526978 time/batch=0.61s
9871/10943 (epoch 81.180) train_loss=243.69207764 time/batch=0.63s
9872/10943 (epoch 81.188) train_loss=332.95483398 time/batch=0.83s
9873/10943 (epoch 81.197) train_loss=355.68591309 time/batch=0.91s
9874/10943 (epoch 81.205) train_loss=117.97080994 time/batch=0.36s
9875/10943 (epoch 81.213) train_loss=341.69720459 time/batch=0.81s
9876/10943 (epoch 81.221) train_loss=588.33703613 time/batch=1.60s
9877/10943 (epoch 81.230) train_loss=137.18426514 time/batch=0.47s
9878/10943 (epoch 81.238) train_loss=191.89636230 time/batch=0.50s
9879/10943 (epoch 81.246) train_loss=432.58734131 time/batch=1.08s
9880/10943 (epoch 81.254) train_loss=354.92694092 time/batch=0.97s
9881/10943 (epoch 81.262) train_loss=109.31002045 time/batch=0.36s
9882/10943 (epoch 81.271) train_loss=346.90386963 time/batch=0.88s
9883/10943 (epoch 81.279) train_loss=197.40274048 time/batch=0.55s
9884/10943 (epoch 81.287) train_loss=153.63293457 time/batch=0.41s
9885/10943 (epoch 81.295) train_loss=170.24989319 time/batch=0.42s
9886/10943 (epoch 81.304) train_loss=384.87625122 time/batch=0.95s
9887/10943 (epoch 81.312) train_loss=274.48687744 time/batch=0.75s
9888/10943 (epoch 81.320) train_loss=343.74484253 time/batch=0.88s
9889/10943 (epoch 81.328) train_loss=337.20742798 time/batch=0.88s
9890/10943 (epoch 81.336) train_loss=209.12756348 time/batch=0.59s
9891/10943 (epoch 81.345) train_loss=300.41293335 time/batch=0.74s
9892/10943 (epoch 81.353) train_loss=105.37967682 time/batch=0.34s
9893/10943 (epoch 81.361) train_loss=374.42614746 time/batch=0.92s
9894/10943 (epoch 81.369) train_loss=194.14120483 time/batch=0.54s
9895/10943 (epoch 81.378) train_loss=129.67909241 time/batch=0.33s
9896/10943 (epoch 81.386) train_loss=382.28857422 time/batch=0.91s
9897/10943 (epoch 81.394) train_loss=521.37707520 time/batch=1.26s
9898/10943 (epoch 81.402) train_loss=215.16719055 time/batch=0.62s
9899/10943 (epoch 81.410) train_loss=425.97753906 time/batch=0.98s
9900/10943 (epoch 81.419) train_loss=298.75048828 time/batch=0.83s
9901/10943 (epoch 81.427) train_loss=326.29022217 time/batch=0.84s
9902/10943 (epoch 81.435) train_loss=254.77098083 time/batch=0.70s
9903/10943 (epoch 81.443) train_loss=452.81784058 time/batch=1.12s
9904/10943 (epoch 81.452) train_loss=298.07260132 time/batch=0.85s
9905/10943 (epoch 81.460) train_loss=208.05862427 time/batch=0.56s
9906/10943 (epoch 81.468) train_loss=293.84130859 time/batch=0.77s
9907/10943 (epoch 81.476) train_loss=439.77267456 time/batch=1.16s
9908/10943 (epoch 81.484) train_loss=236.07479858 time/batch=0.67s
9909/10943 (epoch 81.493) train_loss=303.85369873 time/batch=0.75s
9910/10943 (epoch 81.501) train_loss=134.64538574 time/batch=0.40s
9911/10943 (epoch 81.509) train_loss=322.01547241 time/batch=0.78s
9912/10943 (epoch 81.517) train_loss=605.22918701 time/batch=1.66s
9913/10943 (epoch 81.526) train_loss=304.88021851 time/batch=0.91s
9914/10943 (epoch 81.534) train_loss=251.99215698 time/batch=0.66s
9915/10943 (epoch 81.542) train_loss=199.02226257 time/batch=0.55s
9916/10943 (epoch 81.550) train_loss=325.89202881 time/batch=0.83s
9917/10943 (epoch 81.558) train_loss=372.98168945 time/batch=0.94s
9918/10943 (epoch 81.567) train_loss=196.35076904 time/batch=0.57s
9919/10943 (epoch 81.575) train_loss=138.04594421 time/batch=0.39s
9920/10943 (epoch 81.583) train_loss=154.57147217 time/batch=0.38s
9921/10943 (epoch 81.591) train_loss=276.86294556 time/batch=0.70s
9922/10943 (epoch 81.600) train_loss=388.41577148 time/batch=0.95s
9923/10943 (epoch 81.608) train_loss=212.62838745 time/batch=0.60s
9924/10943 (epoch 81.616) train_loss=249.02130127 time/batch=0.62s
9925/10943 (epoch 81.624) train_loss=230.22148132 time/batch=0.58s
9926/10943 (epoch 81.632) train_loss=233.56033325 time/batch=0.60s
9927/10943 (epoch 81.641) train_loss=116.37070465 time/batch=0.38s
9928/10943 (epoch 81.649) train_loss=221.09048462 time/batch=0.55s
9929/10943 (epoch 81.657) train_loss=191.14462280 time/batch=0.49s
9930/10943 (epoch 81.665) train_loss=235.18653870 time/batch=0.60s
9931/10943 (epoch 81.674) train_loss=149.29629517 time/batch=0.41s
9932/10943 (epoch 81.682) train_loss=260.02111816 time/batch=0.66s
9933/10943 (epoch 81.690) train_loss=300.56872559 time/batch=0.77s
9934/10943 (epoch 81.698) train_loss=233.51486206 time/batch=0.62s
9935/10943 (epoch 81.707) train_loss=210.61930847 time/batch=0.57s
9936/10943 (epoch 81.715) train_loss=176.17903137 time/batch=0.46s
9937/10943 (epoch 81.723) train_loss=222.54566956 time/batch=0.58s
9938/10943 (epoch 81.731) train_loss=144.64759827 time/batch=0.43s
9939/10943 (epoch 81.739) train_loss=161.53627014 time/batch=0.42s
9940/10943 (epoch 81.748) train_loss=179.46353149 time/batch=0.46s
9941/10943 (epoch 81.756) train_loss=386.63763428 time/batch=1.13s
9942/10943 (epoch 81.764) train_loss=207.31436157 time/batch=0.65s
9943/10943 (epoch 81.772) train_loss=319.99417114 time/batch=0.90s
9944/10943 (epoch 81.781) train_loss=286.69323730 time/batch=0.78s
9945/10943 (epoch 81.789) train_loss=266.65625000 time/batch=0.70s
9946/10943 (epoch 81.797) train_loss=266.27905273 time/batch=0.66s
9947/10943 (epoch 81.805) train_loss=324.90368652 time/batch=1.64s
9948/10943 (epoch 81.813) train_loss=229.98167419 time/batch=0.71s
9949/10943 (epoch 81.822) train_loss=216.39773560 time/batch=0.59s
9950/10943 (epoch 81.830) train_loss=303.76757812 time/batch=0.76s
9951/10943 (epoch 81.838) train_loss=286.23483276 time/batch=0.71s
9952/10943 (epoch 81.846) train_loss=184.92504883 time/batch=0.51s
9953/10943 (epoch 81.855) train_loss=259.28503418 time/batch=0.63s
9954/10943 (epoch 81.863) train_loss=271.16342163 time/batch=0.69s
9955/10943 (epoch 81.871) train_loss=182.83694458 time/batch=0.63s
9956/10943 (epoch 81.879) train_loss=251.57336426 time/batch=0.66s
9957/10943 (epoch 81.887) train_loss=299.73849487 time/batch=0.78s
9958/10943 (epoch 81.896) train_loss=267.37261963 time/batch=0.71s
setting learning rate to 0.0017875
  saved to metadata/gru_dropout-9_nov_folkwiki-20181207-173447_epoch37.pkl
9959/10943 (epoch 81.904) train_loss=298.14083862 time/batch=0.86s
9960/10943 (epoch 81.912) train_loss=554.80664062 time/batch=1.35s
9961/10943 (epoch 81.920) train_loss=330.44390869 time/batch=0.87s
9962/10943 (epoch 81.929) train_loss=447.71109009 time/batch=1.12s
9963/10943 (epoch 81.937) train_loss=583.95153809 time/batch=1.51s
9964/10943 (epoch 81.945) train_loss=416.52294922 time/batch=1.13s
9965/10943 (epoch 81.953) train_loss=259.42898560 time/batch=0.70s
9966/10943 (epoch 81.961) train_loss=508.56295776 time/batch=1.24s
9967/10943 (epoch 81.970) train_loss=416.05142212 time/batch=1.10s
9968/10943 (epoch 81.978) train_loss=432.29513550 time/batch=1.09s
9969/10943 (epoch 81.986) train_loss=172.24610901 time/batch=0.52s
9970/10943 (epoch 81.994) train_loss=485.71435547 time/batch=1.21s
9971/10943 (epoch 82.003) train_loss=154.36279297 time/batch=0.48s
9972/10943 (epoch 82.011) train_loss=542.42004395 time/batch=1.32s
9973/10943 (epoch 82.019) train_loss=737.80310059 time/batch=2.01s
9974/10943 (epoch 82.027) train_loss=439.41543579 time/batch=1.23s
9975/10943 (epoch 82.035) train_loss=215.07875061 time/batch=0.61s
9976/10943 (epoch 82.044) train_loss=337.98645020 time/batch=0.84s
9977/10943 (epoch 82.052) train_loss=291.80877686 time/batch=0.78s
9978/10943 (epoch 82.060) train_loss=123.77957916 time/batch=0.35s
9979/10943 (epoch 82.068) train_loss=173.94248962 time/batch=0.44s
9980/10943 (epoch 82.077) train_loss=164.33081055 time/batch=0.43s
9981/10943 (epoch 82.085) train_loss=421.76718140 time/batch=0.94s
9982/10943 (epoch 82.093) train_loss=257.38696289 time/batch=0.69s
9983/10943 (epoch 82.101) train_loss=432.49636841 time/batch=1.06s
9984/10943 (epoch 82.109) train_loss=522.58959961 time/batch=1.53s
9985/10943 (epoch 82.118) train_loss=381.09802246 time/batch=1.04s
9986/10943 (epoch 82.126) train_loss=659.10461426 time/batch=2.07s
9987/10943 (epoch 82.134) train_loss=95.95526123 time/batch=0.44s
9988/10943 (epoch 82.142) train_loss=111.36080933 time/batch=0.29s
9989/10943 (epoch 82.151) train_loss=304.34738159 time/batch=0.73s
9990/10943 (epoch 82.159) train_loss=222.11492920 time/batch=0.62s
9991/10943 (epoch 82.167) train_loss=334.78161621 time/batch=0.82s
9992/10943 (epoch 82.175) train_loss=206.25906372 time/batch=0.59s
9993/10943 (epoch 82.184) train_loss=349.03555298 time/batch=0.89s
9994/10943 (epoch 82.192) train_loss=116.65586853 time/batch=0.35s
9995/10943 (epoch 82.200) train_loss=468.17218018 time/batch=1.10s
9996/10943 (epoch 82.208) train_loss=240.86868286 time/batch=0.68s
9997/10943 (epoch 82.216) train_loss=166.90991211 time/batch=0.46s
9998/10943 (epoch 82.225) train_loss=332.82250977 time/batch=0.82s
9999/10943 (epoch 82.233) train_loss=132.32183838 time/batch=0.39s
Validating
    loss:	274.497484

10000/10943 (epoch 82.241) train_loss=191.12033081 time/batch=2.15s
10001/10943 (epoch 82.249) train_loss=351.66482544 time/batch=0.85s
10002/10943 (epoch 82.258) train_loss=267.03698730 time/batch=0.71s
10003/10943 (epoch 82.266) train_loss=373.73742676 time/batch=0.98s
10004/10943 (epoch 82.274) train_loss=500.75366211 time/batch=2.17s
10005/10943 (epoch 82.282) train_loss=258.29901123 time/batch=0.84s
10006/10943 (epoch 82.290) train_loss=277.14950562 time/batch=0.74s
10007/10943 (epoch 82.299) train_loss=232.74224854 time/batch=0.62s
10008/10943 (epoch 82.307) train_loss=296.05026245 time/batch=0.77s
10009/10943 (epoch 82.315) train_loss=138.82902527 time/batch=0.40s
10010/10943 (epoch 82.323) train_loss=180.12425232 time/batch=0.45s
10011/10943 (epoch 82.332) train_loss=287.54702759 time/batch=0.68s
10012/10943 (epoch 82.340) train_loss=210.27294922 time/batch=0.54s
10013/10943 (epoch 82.348) train_loss=249.06320190 time/batch=0.63s
10014/10943 (epoch 82.356) train_loss=111.64527893 time/batch=0.33s
10015/10943 (epoch 82.364) train_loss=388.69494629 time/batch=0.91s
10016/10943 (epoch 82.373) train_loss=145.18579102 time/batch=0.44s
10017/10943 (epoch 82.381) train_loss=266.91333008 time/batch=0.63s
10018/10943 (epoch 82.389) train_loss=260.56652832 time/batch=0.68s
10019/10943 (epoch 82.397) train_loss=211.81091309 time/batch=0.56s
10020/10943 (epoch 82.406) train_loss=148.64260864 time/batch=0.40s
10021/10943 (epoch 82.414) train_loss=263.01940918 time/batch=0.64s
10022/10943 (epoch 82.422) train_loss=335.01727295 time/batch=0.81s
10023/10943 (epoch 82.430) train_loss=379.70834351 time/batch=0.97s
10024/10943 (epoch 82.438) train_loss=390.34704590 time/batch=1.01s
10025/10943 (epoch 82.447) train_loss=228.59503174 time/batch=0.65s
10026/10943 (epoch 82.455) train_loss=250.09225464 time/batch=0.63s
10027/10943 (epoch 82.463) train_loss=129.09672546 time/batch=0.37s
10028/10943 (epoch 82.471) train_loss=173.30599976 time/batch=0.44s
10029/10943 (epoch 82.480) train_loss=302.94198608 time/batch=0.75s
10030/10943 (epoch 82.488) train_loss=295.40753174 time/batch=0.81s
10031/10943 (epoch 82.496) train_loss=303.72302246 time/batch=0.78s
10032/10943 (epoch 82.504) train_loss=244.92591858 time/batch=0.64s
10033/10943 (epoch 82.512) train_loss=351.86853027 time/batch=0.90s
10034/10943 (epoch 82.521) train_loss=192.74314880 time/batch=0.55s
10035/10943 (epoch 82.529) train_loss=592.31469727 time/batch=3.03s
10036/10943 (epoch 82.537) train_loss=261.93768311 time/batch=0.95s
10037/10943 (epoch 82.545) train_loss=318.66711426 time/batch=0.82s
10038/10943 (epoch 82.554) train_loss=284.26873779 time/batch=0.74s
10039/10943 (epoch 82.562) train_loss=129.42863464 time/batch=0.37s
10040/10943 (epoch 82.570) train_loss=194.95046997 time/batch=0.50s
10041/10943 (epoch 82.578) train_loss=306.07714844 time/batch=0.79s
10042/10943 (epoch 82.586) train_loss=147.18237305 time/batch=0.44s
10043/10943 (epoch 82.595) train_loss=345.08062744 time/batch=0.82s
10044/10943 (epoch 82.603) train_loss=299.92120361 time/batch=0.80s
10045/10943 (epoch 82.611) train_loss=229.45932007 time/batch=0.63s
10046/10943 (epoch 82.619) train_loss=206.24525452 time/batch=0.54s
10047/10943 (epoch 82.628) train_loss=142.57864380 time/batch=0.41s
10048/10943 (epoch 82.636) train_loss=217.44778442 time/batch=0.55s
10049/10943 (epoch 82.644) train_loss=168.87474060 time/batch=0.47s
10050/10943 (epoch 82.652) train_loss=315.28131104 time/batch=0.81s
10051/10943 (epoch 82.660) train_loss=312.71386719 time/batch=0.83s
10052/10943 (epoch 82.669) train_loss=357.97906494 time/batch=0.93s
10053/10943 (epoch 82.677) train_loss=201.69979858 time/batch=0.55s
10054/10943 (epoch 82.685) train_loss=320.00952148 time/batch=0.84s
10055/10943 (epoch 82.693) train_loss=228.96504211 time/batch=0.64s
10056/10943 (epoch 82.702) train_loss=151.87596130 time/batch=0.42s
10057/10943 (epoch 82.710) train_loss=237.86346436 time/batch=0.59s
10058/10943 (epoch 82.718) train_loss=196.52676392 time/batch=0.55s
10059/10943 (epoch 82.726) train_loss=259.80575562 time/batch=0.66s
10060/10943 (epoch 82.735) train_loss=190.29479980 time/batch=0.50s
10061/10943 (epoch 82.743) train_loss=177.81594849 time/batch=0.47s
10062/10943 (epoch 82.751) train_loss=295.16577148 time/batch=0.73s
10063/10943 (epoch 82.759) train_loss=185.21630859 time/batch=0.51s
10064/10943 (epoch 82.767) train_loss=160.03504944 time/batch=0.46s
10065/10943 (epoch 82.776) train_loss=228.56953430 time/batch=0.60s
10066/10943 (epoch 82.784) train_loss=229.96154785 time/batch=0.58s
10067/10943 (epoch 82.792) train_loss=220.45246887 time/batch=0.58s
10068/10943 (epoch 82.800) train_loss=227.32382202 time/batch=0.61s
10069/10943 (epoch 82.809) train_loss=289.21582031 time/batch=0.72s
10070/10943 (epoch 82.817) train_loss=289.86962891 time/batch=0.76s
10071/10943 (epoch 82.825) train_loss=249.65921021 time/batch=0.66s
10072/10943 (epoch 82.833) train_loss=279.87756348 time/batch=0.69s
10073/10943 (epoch 82.841) train_loss=281.33557129 time/batch=0.70s
10074/10943 (epoch 82.850) train_loss=320.22473145 time/batch=0.91s
10075/10943 (epoch 82.858) train_loss=299.44808960 time/batch=0.81s
10076/10943 (epoch 82.866) train_loss=219.68707275 time/batch=0.58s
10077/10943 (epoch 82.874) train_loss=209.31059265 time/batch=0.58s
10078/10943 (epoch 82.883) train_loss=281.74151611 time/batch=0.70s
10079/10943 (epoch 82.891) train_loss=193.47012329 time/batch=0.70s
setting learning rate to 0.0017339
10080/10943 (epoch 82.899) train_loss=557.14123535 time/batch=1.42s
10081/10943 (epoch 82.907) train_loss=162.20678711 time/batch=0.52s
10082/10943 (epoch 82.915) train_loss=116.08974457 time/batch=0.31s
10083/10943 (epoch 82.924) train_loss=412.34063721 time/batch=0.99s
10084/10943 (epoch 82.932) train_loss=579.30468750 time/batch=1.50s
10085/10943 (epoch 82.940) train_loss=285.49340820 time/batch=0.83s
10086/10943 (epoch 82.948) train_loss=203.08502197 time/batch=0.56s
10087/10943 (epoch 82.957) train_loss=193.47015381 time/batch=0.51s
10088/10943 (epoch 82.965) train_loss=267.34078979 time/batch=0.67s
10089/10943 (epoch 82.973) train_loss=321.00915527 time/batch=0.84s
10090/10943 (epoch 82.981) train_loss=482.80078125 time/batch=1.20s
10091/10943 (epoch 82.989) train_loss=575.38891602 time/batch=1.55s
10092/10943 (epoch 82.998) train_loss=903.11517334 time/batch=3.14s
10093/10943 (epoch 83.006) train_loss=352.81042480 time/batch=1.20s
10094/10943 (epoch 83.014) train_loss=304.56924438 time/batch=0.82s
10095/10943 (epoch 83.022) train_loss=341.65319824 time/batch=0.88s
10096/10943 (epoch 83.031) train_loss=455.62518311 time/batch=1.14s
10097/10943 (epoch 83.039) train_loss=489.19155884 time/batch=1.24s
10098/10943 (epoch 83.047) train_loss=257.09106445 time/batch=0.73s
10099/10943 (epoch 83.055) train_loss=680.58026123 time/batch=1.66s
10100/10943 (epoch 83.063) train_loss=415.18084717 time/batch=1.11s
10101/10943 (epoch 83.072) train_loss=147.96984863 time/batch=0.45s
10102/10943 (epoch 83.080) train_loss=420.10943604 time/batch=0.98s
10103/10943 (epoch 83.088) train_loss=168.51754761 time/batch=0.49s
10104/10943 (epoch 83.096) train_loss=390.59890747 time/batch=0.91s
10105/10943 (epoch 83.105) train_loss=427.37207031 time/batch=1.09s
10106/10943 (epoch 83.113) train_loss=249.62274170 time/batch=0.68s
10107/10943 (epoch 83.121) train_loss=350.87976074 time/batch=0.85s
10108/10943 (epoch 83.129) train_loss=277.64080811 time/batch=0.74s
10109/10943 (epoch 83.137) train_loss=151.99652100 time/batch=0.44s
10110/10943 (epoch 83.146) train_loss=91.53535461 time/batch=0.26s
10111/10943 (epoch 83.154) train_loss=178.28695679 time/batch=0.45s
10112/10943 (epoch 83.162) train_loss=168.82250977 time/batch=0.43s
10113/10943 (epoch 83.170) train_loss=440.55935669 time/batch=1.06s
10114/10943 (epoch 83.179) train_loss=533.43652344 time/batch=1.30s
10115/10943 (epoch 83.187) train_loss=462.27923584 time/batch=1.28s
10116/10943 (epoch 83.195) train_loss=180.87438965 time/batch=0.54s
10117/10943 (epoch 83.203) train_loss=454.48171997 time/batch=1.04s
10118/10943 (epoch 83.212) train_loss=352.56433105 time/batch=0.94s
10119/10943 (epoch 83.220) train_loss=247.35934448 time/batch=0.68s
10120/10943 (epoch 83.228) train_loss=114.99018860 time/batch=0.32s
10121/10943 (epoch 83.236) train_loss=320.40112305 time/batch=0.78s
10122/10943 (epoch 83.244) train_loss=375.62243652 time/batch=0.95s
10123/10943 (epoch 83.253) train_loss=108.89756775 time/batch=0.36s
10124/10943 (epoch 83.261) train_loss=367.78448486 time/batch=0.91s
10125/10943 (epoch 83.269) train_loss=262.27209473 time/batch=0.70s
10126/10943 (epoch 83.277) train_loss=221.21217346 time/batch=0.59s
10127/10943 (epoch 83.286) train_loss=282.12768555 time/batch=0.69s
10128/10943 (epoch 83.294) train_loss=159.14685059 time/batch=0.46s
10129/10943 (epoch 83.302) train_loss=124.83613586 time/batch=0.33s
10130/10943 (epoch 83.310) train_loss=460.89059448 time/batch=1.48s
10131/10943 (epoch 83.318) train_loss=289.57690430 time/batch=0.83s
10132/10943 (epoch 83.327) train_loss=284.39886475 time/batch=0.72s
10133/10943 (epoch 83.335) train_loss=263.36618042 time/batch=0.67s
10134/10943 (epoch 83.343) train_loss=135.88873291 time/batch=0.37s
10135/10943 (epoch 83.351) train_loss=121.97842407 time/batch=0.31s
10136/10943 (epoch 83.360) train_loss=268.06820679 time/batch=0.65s
10137/10943 (epoch 83.368) train_loss=341.05020142 time/batch=0.87s
10138/10943 (epoch 83.376) train_loss=335.27108765 time/batch=0.86s
10139/10943 (epoch 83.384) train_loss=374.96206665 time/batch=0.97s
10140/10943 (epoch 83.392) train_loss=232.32406616 time/batch=0.65s
10141/10943 (epoch 83.401) train_loss=380.25848389 time/batch=0.95s
10142/10943 (epoch 83.409) train_loss=297.95855713 time/batch=0.80s
10143/10943 (epoch 83.417) train_loss=325.33630371 time/batch=0.88s
10144/10943 (epoch 83.425) train_loss=227.66780090 time/batch=0.63s
10145/10943 (epoch 83.434) train_loss=309.50006104 time/batch=0.76s
10146/10943 (epoch 83.442) train_loss=356.90985107 time/batch=0.89s
10147/10943 (epoch 83.450) train_loss=259.20080566 time/batch=0.72s
10148/10943 (epoch 83.458) train_loss=193.17117310 time/batch=0.50s
10149/10943 (epoch 83.466) train_loss=308.97009277 time/batch=0.74s
10150/10943 (epoch 83.475) train_loss=211.60592651 time/batch=0.58s
10151/10943 (epoch 83.483) train_loss=183.91461182 time/batch=0.49s
10152/10943 (epoch 83.491) train_loss=236.24328613 time/batch=0.59s
10153/10943 (epoch 83.499) train_loss=287.66558838 time/batch=0.73s
10154/10943 (epoch 83.508) train_loss=177.58009338 time/batch=0.48s
10155/10943 (epoch 83.516) train_loss=217.43136597 time/batch=0.54s
10156/10943 (epoch 83.524) train_loss=293.46472168 time/batch=0.77s
10157/10943 (epoch 83.532) train_loss=212.74291992 time/batch=0.59s
10158/10943 (epoch 83.540) train_loss=176.67706299 time/batch=0.47s
10159/10943 (epoch 83.549) train_loss=235.05963135 time/batch=0.59s
10160/10943 (epoch 83.557) train_loss=259.05438232 time/batch=0.67s
10161/10943 (epoch 83.565) train_loss=292.45150757 time/batch=0.80s
10162/10943 (epoch 83.573) train_loss=223.03564453 time/batch=0.60s
10163/10943 (epoch 83.582) train_loss=221.39367676 time/batch=0.58s
10164/10943 (epoch 83.590) train_loss=238.19462585 time/batch=0.60s
10165/10943 (epoch 83.598) train_loss=192.43762207 time/batch=0.53s
10166/10943 (epoch 83.606) train_loss=415.95953369 time/batch=0.97s
10167/10943 (epoch 83.614) train_loss=208.40829468 time/batch=0.58s
10168/10943 (epoch 83.623) train_loss=155.54428101 time/batch=0.44s
10169/10943 (epoch 83.631) train_loss=194.60888672 time/batch=0.49s
10170/10943 (epoch 83.639) train_loss=346.90994263 time/batch=0.96s
10171/10943 (epoch 83.647) train_loss=269.39334106 time/batch=0.72s
10172/10943 (epoch 83.656) train_loss=209.98912048 time/batch=0.55s
10173/10943 (epoch 83.664) train_loss=252.42526245 time/batch=0.62s
10174/10943 (epoch 83.672) train_loss=221.85426331 time/batch=0.59s
10175/10943 (epoch 83.680) train_loss=225.35447693 time/batch=0.61s
10176/10943 (epoch 83.689) train_loss=135.11520386 time/batch=0.37s
10177/10943 (epoch 83.697) train_loss=305.58068848 time/batch=0.76s
10178/10943 (epoch 83.705) train_loss=237.75976562 time/batch=0.64s
10179/10943 (epoch 83.713) train_loss=152.16847229 time/batch=0.40s
10180/10943 (epoch 83.721) train_loss=301.03173828 time/batch=0.72s
10181/10943 (epoch 83.730) train_loss=140.05490112 time/batch=0.41s
10182/10943 (epoch 83.738) train_loss=282.98693848 time/batch=0.72s
10183/10943 (epoch 83.746) train_loss=132.91650391 time/batch=0.39s
10184/10943 (epoch 83.754) train_loss=290.61456299 time/batch=0.68s
10185/10943 (epoch 83.763) train_loss=142.61199951 time/batch=0.46s
10186/10943 (epoch 83.771) train_loss=208.17927551 time/batch=0.54s
10187/10943 (epoch 83.779) train_loss=294.22094727 time/batch=0.74s
10188/10943 (epoch 83.787) train_loss=335.39935303 time/batch=0.83s
10189/10943 (epoch 83.795) train_loss=192.00906372 time/batch=0.54s
10190/10943 (epoch 83.804) train_loss=333.48474121 time/batch=0.80s
10191/10943 (epoch 83.812) train_loss=300.16043091 time/batch=0.81s
10192/10943 (epoch 83.820) train_loss=310.99432373 time/batch=0.82s
10193/10943 (epoch 83.828) train_loss=276.13287354 time/batch=0.78s
10194/10943 (epoch 83.837) train_loss=292.00283813 time/batch=0.82s
10195/10943 (epoch 83.845) train_loss=157.76300049 time/batch=0.47s
10196/10943 (epoch 83.853) train_loss=196.83319092 time/batch=0.49s
10197/10943 (epoch 83.861) train_loss=227.73381042 time/batch=0.56s
10198/10943 (epoch 83.869) train_loss=262.64566040 time/batch=0.68s
10199/10943 (epoch 83.878) train_loss=219.38551331 time/batch=0.63s
10200/10943 (epoch 83.886) train_loss=262.44799805 time/batch=0.65s
setting learning rate to 0.0016818
  saved to metadata/gru_dropout-9_nov_folkwiki-20181207-173447_epoch39.pkl
10201/10943 (epoch 83.894) train_loss=664.47546387 time/batch=1.63s
10202/10943 (epoch 83.902) train_loss=189.20460510 time/batch=0.61s
10203/10943 (epoch 83.911) train_loss=294.21249390 time/batch=0.75s
10204/10943 (epoch 83.919) train_loss=474.45007324 time/batch=1.18s
10205/10943 (epoch 83.927) train_loss=150.78797913 time/batch=0.46s
10206/10943 (epoch 83.935) train_loss=553.59979248 time/batch=1.26s
10207/10943 (epoch 83.943) train_loss=446.49816895 time/batch=1.18s
10208/10943 (epoch 83.952) train_loss=276.89862061 time/batch=0.77s
10209/10943 (epoch 83.960) train_loss=355.68624878 time/batch=0.93s
10210/10943 (epoch 83.968) train_loss=341.95288086 time/batch=0.88s
10211/10943 (epoch 83.976) train_loss=445.37670898 time/batch=1.09s
10212/10943 (epoch 83.985) train_loss=189.48561096 time/batch=0.55s
10213/10943 (epoch 83.993) train_loss=320.80749512 time/batch=0.79s
10214/10943 (epoch 84.001) train_loss=288.39648438 time/batch=0.73s
10215/10943 (epoch 84.009) train_loss=444.88195801 time/batch=1.08s
10216/10943 (epoch 84.017) train_loss=135.13366699 time/batch=0.42s
10217/10943 (epoch 84.026) train_loss=622.33355713 time/batch=1.57s
10218/10943 (epoch 84.034) train_loss=235.48603821 time/batch=0.72s
10219/10943 (epoch 84.042) train_loss=337.30892944 time/batch=0.82s
10220/10943 (epoch 84.050) train_loss=136.10870361 time/batch=0.39s
10221/10943 (epoch 84.059) train_loss=260.35925293 time/batch=0.62s
10222/10943 (epoch 84.067) train_loss=253.73069763 time/batch=0.66s
10223/10943 (epoch 84.075) train_loss=247.67501831 time/batch=0.63s
10224/10943 (epoch 84.083) train_loss=142.12246704 time/batch=0.39s
10225/10943 (epoch 84.091) train_loss=405.94989014 time/batch=1.00s
10226/10943 (epoch 84.100) train_loss=544.16210938 time/batch=1.36s
10227/10943 (epoch 84.108) train_loss=397.65527344 time/batch=1.01s
10228/10943 (epoch 84.116) train_loss=457.10119629 time/batch=1.16s
10229/10943 (epoch 84.124) train_loss=298.50616455 time/batch=0.83s
10230/10943 (epoch 84.133) train_loss=901.90063477 time/batch=3.07s
10231/10943 (epoch 84.141) train_loss=148.48907471 time/batch=0.69s
10232/10943 (epoch 84.149) train_loss=172.32620239 time/batch=0.41s
10233/10943 (epoch 84.157) train_loss=347.64611816 time/batch=0.84s
10234/10943 (epoch 84.166) train_loss=383.28518677 time/batch=1.01s
10235/10943 (epoch 84.174) train_loss=300.47116089 time/batch=0.79s
10236/10943 (epoch 84.182) train_loss=414.40814209 time/batch=1.15s
10237/10943 (epoch 84.190) train_loss=269.37905884 time/batch=0.72s
10238/10943 (epoch 84.198) train_loss=509.06903076 time/batch=1.34s
10239/10943 (epoch 84.207) train_loss=106.88755798 time/batch=0.38s
10240/10943 (epoch 84.215) train_loss=169.20571899 time/batch=0.44s
10241/10943 (epoch 84.223) train_loss=235.60504150 time/batch=0.58s
10242/10943 (epoch 84.231) train_loss=417.16494751 time/batch=1.00s
10243/10943 (epoch 84.240) train_loss=309.73147583 time/batch=0.82s
