vocabulary size: 226
n tunes: 26239
n train tunes: 24959.0
n validation tunes: 1280.0
2006/19499 (epoch 5.144) train_loss=235.82586670 time/batch=0.57s
2007/19499 (epoch 5.146) train_loss=350.78411865 time/batch=0.75s
2008/19499 (epoch 5.149) train_loss=273.16894531 time/batch=0.64s
2009/19499 (epoch 5.151) train_loss=320.83142090 time/batch=0.68s
2010/19499 (epoch 5.154) train_loss=424.94805908 time/batch=0.89s
2011/19499 (epoch 5.157) train_loss=233.20491028 time/batch=0.58s
2012/19499 (epoch 5.159) train_loss=206.61932373 time/batch=0.47s
2013/19499 (epoch 5.162) train_loss=489.00671387 time/batch=0.96s
2014/19499 (epoch 5.164) train_loss=255.05902100 time/batch=0.64s
2015/19499 (epoch 5.167) train_loss=726.94226074 time/batch=1.40s
2016/19499 (epoch 5.169) train_loss=204.67599487 time/batch=0.63s
2017/19499 (epoch 5.172) train_loss=612.47021484 time/batch=1.18s
2018/19499 (epoch 5.175) train_loss=460.02740479 time/batch=1.03s
2019/19499 (epoch 5.177) train_loss=700.37701416 time/batch=1.40s
2020/19499 (epoch 5.180) train_loss=461.73815918 time/batch=1.04s
2021/19499 (epoch 5.182) train_loss=598.54699707 time/batch=1.20s
2022/19499 (epoch 5.185) train_loss=568.18438721 time/batch=1.21s
2023/19499 (epoch 5.187) train_loss=625.79962158 time/batch=1.29s
2024/19499 (epoch 5.190) train_loss=884.70727539 time/batch=1.77s
2025/19499 (epoch 5.193) train_loss=650.03381348 time/batch=1.44s
2026/19499 (epoch 5.195) train_loss=718.20910645 time/batch=1.54s
2027/19499 (epoch 5.198) train_loss=326.40292358 time/batch=0.87s
2028/19499 (epoch 5.200) train_loss=146.69525146 time/batch=0.38s
2029/19499 (epoch 5.203) train_loss=822.61437988 time/batch=1.53s
2030/19499 (epoch 5.205) train_loss=375.75201416 time/batch=0.98s
2031/19499 (epoch 5.208) train_loss=457.27484131 time/batch=0.98s
2032/19499 (epoch 5.210) train_loss=250.22798157 time/batch=0.63s
2033/19499 (epoch 5.213) train_loss=282.83798218 time/batch=0.63s
2034/19499 (epoch 5.216) train_loss=714.79443359 time/batch=1.41s
2035/19499 (epoch 5.218) train_loss=350.17456055 time/batch=0.92s
2036/19499 (epoch 5.221) train_loss=425.32427979 time/batch=0.91s
2037/19499 (epoch 5.223) train_loss=447.53985596 time/batch=0.97s
2038/19499 (epoch 5.226) train_loss=920.70831299 time/batch=1.83s
2039/19499 (epoch 5.228) train_loss=620.73614502 time/batch=1.38s
2040/19499 (epoch 5.231) train_loss=789.69421387 time/batch=1.62s
2041/19499 (epoch 5.234) train_loss=481.56939697 time/batch=1.14s
2042/19499 (epoch 5.236) train_loss=670.19158936 time/batch=1.37s
2043/19499 (epoch 5.239) train_loss=501.58578491 time/batch=1.12s
2044/19499 (epoch 5.241) train_loss=540.28442383 time/batch=1.13s
2045/19499 (epoch 5.244) train_loss=142.69186401 time/batch=0.44s
2046/19499 (epoch 5.246) train_loss=166.63330078 time/batch=0.38s
2047/19499 (epoch 5.249) train_loss=482.84259033 time/batch=0.95s
2048/19499 (epoch 5.251) train_loss=200.35757446 time/batch=0.56s
2049/19499 (epoch 5.254) train_loss=581.41235352 time/batch=1.16s
2050/19499 (epoch 5.257) train_loss=223.42031860 time/batch=0.63s
2051/19499 (epoch 5.259) train_loss=342.99365234 time/batch=0.71s
2052/19499 (epoch 5.262) train_loss=211.74053955 time/batch=0.52s
2053/19499 (epoch 5.264) train_loss=181.08789062 time/batch=0.42s
2054/19499 (epoch 5.267) train_loss=408.50543213 time/batch=0.83s
2055/19499 (epoch 5.269) train_loss=620.21887207 time/batch=1.28s
2056/19499 (epoch 5.272) train_loss=484.87344360 time/batch=1.05s
2057/19499 (epoch 5.275) train_loss=445.16854858 time/batch=0.91s
2058/19499 (epoch 5.277) train_loss=258.30215454 time/batch=0.62s
2059/19499 (epoch 5.280) train_loss=466.32910156 time/batch=0.94s
2060/19499 (epoch 5.282) train_loss=451.86990356 time/batch=1.00s
2061/19499 (epoch 5.285) train_loss=811.09936523 time/batch=1.63s
2062/19499 (epoch 5.287) train_loss=657.31359863 time/batch=1.41s
2063/19499 (epoch 5.290) train_loss=528.71356201 time/batch=1.16s
2064/19499 (epoch 5.293) train_loss=336.12194824 time/batch=0.81s
2065/19499 (epoch 5.295) train_loss=333.23107910 time/batch=0.76s
2066/19499 (epoch 5.298) train_loss=413.78540039 time/batch=0.89s
2067/19499 (epoch 5.300) train_loss=559.96173096 time/batch=1.18s
2068/19499 (epoch 5.303) train_loss=407.10266113 time/batch=0.94s
2069/19499 (epoch 5.305) train_loss=145.83145142 time/batch=0.42s
2070/19499 (epoch 5.308) train_loss=541.74224854 time/batch=1.05s
2071/19499 (epoch 5.310) train_loss=224.61953735 time/batch=0.61s
2072/19499 (epoch 5.313) train_loss=516.09838867 time/batch=1.03s
2073/19499 (epoch 5.316) train_loss=469.61181641 time/batch=1.03s
2074/19499 (epoch 5.318) train_loss=224.57659912 time/batch=0.58s
2075/19499 (epoch 5.321) train_loss=519.35607910 time/batch=1.02s
2076/19499 (epoch 5.323) train_loss=223.68624878 time/batch=0.61s
2077/19499 (epoch 5.326) train_loss=425.88146973 time/batch=0.87s
2078/19499 (epoch 5.328) train_loss=205.62593079 time/batch=0.55s
2079/19499 (epoch 5.331) train_loss=683.45361328 time/batch=1.41s
2080/19499 (epoch 5.334) train_loss=356.70535278 time/batch=0.92s
2081/19499 (epoch 5.336) train_loss=767.83166504 time/batch=1.51s
2082/19499 (epoch 5.339) train_loss=218.84698486 time/batch=0.71s
2083/19499 (epoch 5.341) train_loss=491.84948730 time/batch=1.00s
2084/19499 (epoch 5.344) train_loss=208.76248169 time/batch=0.58s
2085/19499 (epoch 5.346) train_loss=270.40869141 time/batch=0.61s
2086/19499 (epoch 5.349) train_loss=469.26632690 time/batch=0.98s
2087/19499 (epoch 5.351) train_loss=260.34201050 time/batch=0.67s
2088/19499 (epoch 5.354) train_loss=182.82719421 time/batch=0.42s
2089/19499 (epoch 5.357) train_loss=176.64051819 time/batch=0.41s
2090/19499 (epoch 5.359) train_loss=268.95129395 time/batch=0.60s
2091/19499 (epoch 5.362) train_loss=197.10711670 time/batch=0.48s
2092/19499 (epoch 5.364) train_loss=382.39556885 time/batch=0.80s
2093/19499 (epoch 5.367) train_loss=343.42742920 time/batch=0.82s
2094/19499 (epoch 5.369) train_loss=621.25390625 time/batch=1.26s
2095/19499 (epoch 5.372) train_loss=870.65991211 time/batch=1.69s
2096/19499 (epoch 5.375) train_loss=301.03042603 time/batch=0.82s
2097/19499 (epoch 5.377) train_loss=530.24432373 time/batch=1.08s
2098/19499 (epoch 5.380) train_loss=426.86053467 time/batch=0.96s
2099/19499 (epoch 5.382) train_loss=387.09368896 time/batch=0.88s
2100/19499 (epoch 5.385) train_loss=396.61193848 time/batch=0.88s
2101/19499 (epoch 5.387) train_loss=192.73709106 time/batch=0.50s
2102/19499 (epoch 5.390) train_loss=322.73666382 time/batch=0.68s
2103/19499 (epoch 5.393) train_loss=515.03686523 time/batch=1.08s
2104/19499 (epoch 5.395) train_loss=267.10076904 time/batch=0.73s
2105/19499 (epoch 5.398) train_loss=200.71492004 time/batch=0.49s
2106/19499 (epoch 5.400) train_loss=650.53588867 time/batch=1.28s
2107/19499 (epoch 5.403) train_loss=268.71630859 time/batch=0.77s
2108/19499 (epoch 5.405) train_loss=391.84732056 time/batch=0.87s
2109/19499 (epoch 5.408) train_loss=431.93060303 time/batch=0.96s
2110/19499 (epoch 5.410) train_loss=252.39302063 time/batch=0.66s
2111/19499 (epoch 5.413) train_loss=410.34201050 time/batch=0.88s
2112/19499 (epoch 5.416) train_loss=235.51135254 time/batch=0.62s
2113/19499 (epoch 5.418) train_loss=534.29638672 time/batch=1.10s
2114/19499 (epoch 5.421) train_loss=207.02119446 time/batch=0.59s
2115/19499 (epoch 5.423) train_loss=658.27185059 time/batch=1.30s
2116/19499 (epoch 5.426) train_loss=556.78833008 time/batch=1.24s
2117/19499 (epoch 5.428) train_loss=270.67510986 time/batch=0.72s
2118/19499 (epoch 5.431) train_loss=371.93981934 time/batch=0.83s
2119/19499 (epoch 5.434) train_loss=596.12756348 time/batch=1.24s
2120/19499 (epoch 5.436) train_loss=564.05688477 time/batch=1.25s
2121/19499 (epoch 5.439) train_loss=188.69673157 time/batch=0.55s
2122/19499 (epoch 5.441) train_loss=428.67230225 time/batch=0.88s
2123/19499 (epoch 5.444) train_loss=654.48999023 time/batch=1.51s
2124/19499 (epoch 5.446) train_loss=249.23321533 time/batch=0.76s
2125/19499 (epoch 5.449) train_loss=371.96240234 time/batch=0.80s
2126/19499 (epoch 5.452) train_loss=335.16510010 time/batch=0.78s
2127/19499 (epoch 5.454) train_loss=341.28674316 time/batch=0.80s
2128/19499 (epoch 5.457) train_loss=148.74734497 time/batch=0.41s
2129/19499 (epoch 5.459) train_loss=247.73493958 time/batch=0.54s
2130/19499 (epoch 5.462) train_loss=137.99005127 time/batch=0.35s
2131/19499 (epoch 5.464) train_loss=346.90859985 time/batch=0.73s
2132/19499 (epoch 5.467) train_loss=426.03396606 time/batch=0.94s
2133/19499 (epoch 5.469) train_loss=582.27539062 time/batch=1.26s
2134/19499 (epoch 5.472) train_loss=633.73657227 time/batch=1.36s
2135/19499 (epoch 5.475) train_loss=516.05371094 time/batch=1.11s
2136/19499 (epoch 5.477) train_loss=235.47317505 time/batch=0.61s
2137/19499 (epoch 5.480) train_loss=311.34967041 time/batch=0.69s
2138/19499 (epoch 5.482) train_loss=168.47996521 time/batch=0.44s
2139/19499 (epoch 5.485) train_loss=561.26000977 time/batch=1.20s
2140/19499 (epoch 5.487) train_loss=385.75018311 time/batch=0.96s
2141/19499 (epoch 5.490) train_loss=236.42642212 time/batch=0.60s
2142/19499 (epoch 5.493) train_loss=520.91644287 time/batch=1.10s
2143/19499 (epoch 5.495) train_loss=320.70446777 time/batch=0.82s
2144/19499 (epoch 5.498) train_loss=396.76287842 time/batch=0.87s
2145/19499 (epoch 5.500) train_loss=335.77770996 time/batch=0.81s
2146/19499 (epoch 5.503) train_loss=363.55825806 time/batch=0.84s
2147/19499 (epoch 5.505) train_loss=250.20344543 time/batch=0.61s
2148/19499 (epoch 5.508) train_loss=247.52627563 time/batch=0.60s
2149/19499 (epoch 5.510) train_loss=290.69692993 time/batch=0.68s
2150/19499 (epoch 5.513) train_loss=471.75726318 time/batch=1.01s
2151/19499 (epoch 5.516) train_loss=408.70117188 time/batch=0.96s
2152/19499 (epoch 5.518) train_loss=418.58969116 time/batch=0.96s
2153/19499 (epoch 5.521) train_loss=417.97238159 time/batch=0.96s
2154/19499 (epoch 5.523) train_loss=287.04489136 time/batch=0.73s
2155/19499 (epoch 5.526) train_loss=491.57336426 time/batch=1.06s
2156/19499 (epoch 5.528) train_loss=196.73562622 time/batch=0.55s
2157/19499 (epoch 5.531) train_loss=360.28268433 time/batch=0.79s
2158/19499 (epoch 5.534) train_loss=437.54656982 time/batch=0.99s
2159/19499 (epoch 5.536) train_loss=516.84655762 time/batch=1.16s
2160/19499 (epoch 5.539) train_loss=267.08221436 time/batch=0.72s
2161/19499 (epoch 5.541) train_loss=415.80413818 time/batch=0.90s
2162/19499 (epoch 5.544) train_loss=523.84887695 time/batch=1.16s
2163/19499 (epoch 5.546) train_loss=239.10433960 time/batch=0.65s
2164/19499 (epoch 5.549) train_loss=400.27728271 time/batch=0.85s
2165/19499 (epoch 5.552) train_loss=473.66955566 time/batch=1.08s
2166/19499 (epoch 5.554) train_loss=259.52310181 time/batch=0.68s
2167/19499 (epoch 5.557) train_loss=181.05325317 time/batch=0.48s
2168/19499 (epoch 5.559) train_loss=509.25863647 time/batch=1.08s
2169/19499 (epoch 5.562) train_loss=408.72827148 time/batch=0.98s
2170/19499 (epoch 5.564) train_loss=212.61944580 time/batch=0.56s
2171/19499 (epoch 5.567) train_loss=316.35260010 time/batch=0.70s
2172/19499 (epoch 5.569) train_loss=284.13708496 time/batch=0.69s
2173/19499 (epoch 5.572) train_loss=334.23608398 time/batch=0.79s
2174/19499 (epoch 5.575) train_loss=338.06573486 time/batch=0.82s
2175/19499 (epoch 5.577) train_loss=285.69985962 time/batch=0.70s
2176/19499 (epoch 5.580) train_loss=394.50308228 time/batch=0.88s
2177/19499 (epoch 5.582) train_loss=480.41989136 time/batch=1.07s
2178/19499 (epoch 5.585) train_loss=247.04919434 time/batch=0.66s
2179/19499 (epoch 5.587) train_loss=266.34500122 time/batch=0.62s
2180/19499 (epoch 5.590) train_loss=262.34045410 time/batch=0.64s
2181/19499 (epoch 5.593) train_loss=219.09786987 time/batch=0.54s
2182/19499 (epoch 5.595) train_loss=252.08558655 time/batch=0.59s
2183/19499 (epoch 5.598) train_loss=331.06353760 time/batch=0.74s
2184/19499 (epoch 5.600) train_loss=564.75671387 time/batch=1.27s
2185/19499 (epoch 5.603) train_loss=519.91381836 time/batch=1.15s
2186/19499 (epoch 5.605) train_loss=427.58096313 time/batch=0.95s
2187/19499 (epoch 5.608) train_loss=453.76007080 time/batch=1.02s
2188/19499 (epoch 5.610) train_loss=333.62145996 time/batch=0.86s
2189/19499 (epoch 5.613) train_loss=368.15234375 time/batch=0.85s
2190/19499 (epoch 5.616) train_loss=341.71945190 time/batch=0.79s
2191/19499 (epoch 5.618) train_loss=364.81329346 time/batch=0.86s
2192/19499 (epoch 5.621) train_loss=619.82257080 time/batch=1.31s
2193/19499 (epoch 5.623) train_loss=258.75543213 time/batch=0.74s
2194/19499 (epoch 5.626) train_loss=536.72790527 time/batch=1.15s
2195/19499 (epoch 5.628) train_loss=236.24928284 time/batch=0.71s
2196/19499 (epoch 5.631) train_loss=255.79077148 time/batch=0.61s
2197/19499 (epoch 5.634) train_loss=423.26492310 time/batch=0.95s
2198/19499 (epoch 5.636) train_loss=216.79194641 time/batch=0.59s
2199/19499 (epoch 5.639) train_loss=512.86242676 time/batch=1.11s
2200/19499 (epoch 5.641) train_loss=187.43905640 time/batch=0.59s
2201/19499 (epoch 5.644) train_loss=244.38502502 time/batch=0.57s
2202/19499 (epoch 5.646) train_loss=166.43460083 time/batch=0.42s
2203/19499 (epoch 5.649) train_loss=438.61517334 time/batch=0.93s
2204/19499 (epoch 5.652) train_loss=382.89953613 time/batch=0.94s
2205/19499 (epoch 5.654) train_loss=200.53530884 time/batch=0.56s
2206/19499 (epoch 5.657) train_loss=381.34179688 time/batch=0.84s
2207/19499 (epoch 5.659) train_loss=401.36453247 time/batch=0.93s
2208/19499 (epoch 5.662) train_loss=423.75878906 time/batch=0.96s
2209/19499 (epoch 5.664) train_loss=361.70355225 time/batch=0.87s
2210/19499 (epoch 5.667) train_loss=559.09948730 time/batch=1.20s
2211/19499 (epoch 5.669) train_loss=178.56809998 time/batch=0.57s
2212/19499 (epoch 5.672) train_loss=293.74111938 time/batch=0.65s
2213/19499 (epoch 5.675) train_loss=326.20581055 time/batch=0.79s
2214/19499 (epoch 5.677) train_loss=162.82095337 time/batch=0.46s
2215/19499 (epoch 5.680) train_loss=304.21643066 time/batch=0.66s
2216/19499 (epoch 5.682) train_loss=317.34588623 time/batch=0.79s
2217/19499 (epoch 5.685) train_loss=380.84622192 time/batch=0.87s
2218/19499 (epoch 5.687) train_loss=400.87112427 time/batch=0.90s
2219/19499 (epoch 5.690) train_loss=362.56079102 time/batch=0.87s
2220/19499 (epoch 5.693) train_loss=285.61813354 time/batch=0.72s
2221/19499 (epoch 5.695) train_loss=430.73760986 time/batch=0.97s
2222/19499 (epoch 5.698) train_loss=297.07757568 time/batch=0.77s
2223/19499 (epoch 5.700) train_loss=489.36755371 time/batch=1.11s
2224/19499 (epoch 5.703) train_loss=437.09216309 time/batch=1.02s
2225/19499 (epoch 5.705) train_loss=249.63049316 time/batch=0.67s
2226/19499 (epoch 5.708) train_loss=168.73611450 time/batch=0.57s
2227/19499 (epoch 5.710) train_loss=352.06063843 time/batch=0.80s
2228/19499 (epoch 5.713) train_loss=263.39724731 time/batch=0.67s
2229/19499 (epoch 5.716) train_loss=280.02120972 time/batch=0.70s
2230/19499 (epoch 5.718) train_loss=413.07055664 time/batch=0.94s
2231/19499 (epoch 5.721) train_loss=273.04681396 time/batch=0.74s
2232/19499 (epoch 5.723) train_loss=430.95367432 time/batch=0.97s
2233/19499 (epoch 5.726) train_loss=382.62597656 time/batch=0.96s
2234/19499 (epoch 5.728) train_loss=244.61491394 time/batch=0.67s
2235/19499 (epoch 5.731) train_loss=352.27679443 time/batch=0.81s
2236/19499 (epoch 5.734) train_loss=358.54403687 time/batch=0.86s
2237/19499 (epoch 5.736) train_loss=304.46575928 time/batch=0.77s
2238/19499 (epoch 5.739) train_loss=238.04812622 time/batch=0.59s
2239/19499 (epoch 5.741) train_loss=326.23159790 time/batch=0.78s
2240/19499 (epoch 5.744) train_loss=256.81546021 time/batch=0.66s
2241/19499 (epoch 5.746) train_loss=274.88775635 time/batch=0.66s
2242/19499 (epoch 5.749) train_loss=256.44973755 time/batch=0.65s
2243/19499 (epoch 5.752) train_loss=379.98464966 time/batch=0.86s
2244/19499 (epoch 5.754) train_loss=373.81039429 time/batch=0.92s
2245/19499 (epoch 5.757) train_loss=377.36645508 time/batch=0.89s
2246/19499 (epoch 5.759) train_loss=341.02954102 time/batch=0.80s
2247/19499 (epoch 5.762) train_loss=336.72723389 time/batch=0.81s
2248/19499 (epoch 5.764) train_loss=292.02255249 time/batch=0.74s
2249/19499 (epoch 5.767) train_loss=252.65301514 time/batch=0.63s
2250/19499 (epoch 5.769) train_loss=319.00622559 time/batch=0.77s
2251/19499 (epoch 5.772) train_loss=339.36181641 time/batch=0.83s
2252/19499 (epoch 5.775) train_loss=260.18798828 time/batch=0.68s
2253/19499 (epoch 5.777) train_loss=277.93292236 time/batch=0.66s
2254/19499 (epoch 5.780) train_loss=583.78906250 time/batch=1.26s
2255/19499 (epoch 5.782) train_loss=335.33853149 time/batch=0.91s
2256/19499 (epoch 5.785) train_loss=283.85534668 time/batch=0.71s
2257/19499 (epoch 5.787) train_loss=248.88017273 time/batch=0.63s
2258/19499 (epoch 5.790) train_loss=444.30218506 time/batch=1.01s
2259/19499 (epoch 5.793) train_loss=371.44253540 time/batch=0.92s
2260/19499 (epoch 5.795) train_loss=260.89395142 time/batch=0.65s
2261/19499 (epoch 5.798) train_loss=311.30108643 time/batch=0.74s
2262/19499 (epoch 5.800) train_loss=311.85717773 time/batch=0.75s
2263/19499 (epoch 5.803) train_loss=460.33526611 time/batch=1.03s
2264/19499 (epoch 5.805) train_loss=375.10784912 time/batch=0.92s
2265/19499 (epoch 5.808) train_loss=294.17980957 time/batch=0.76s
2266/19499 (epoch 5.810) train_loss=318.47100830 time/batch=0.77s
2267/19499 (epoch 5.813) train_loss=291.60430908 time/batch=0.72s
2268/19499 (epoch 5.816) train_loss=380.75616455 time/batch=0.89s
2269/19499 (epoch 5.818) train_loss=366.81042480 time/batch=0.90s
2270/19499 (epoch 5.821) train_loss=337.08398438 time/batch=0.85s
2271/19499 (epoch 5.823) train_loss=328.47375488 time/batch=0.85s
2272/19499 (epoch 5.826) train_loss=275.13052368 time/batch=0.69s
2273/19499 (epoch 5.828) train_loss=401.29174805 time/batch=0.90s
2274/19499 (epoch 5.831) train_loss=323.94714355 time/batch=0.82s
2275/19499 (epoch 5.834) train_loss=310.43942261 time/batch=0.77s
2276/19499 (epoch 5.836) train_loss=327.85565186 time/batch=0.82s
2277/19499 (epoch 5.839) train_loss=392.81838989 time/batch=0.93s
2278/19499 (epoch 5.841) train_loss=291.21646118 time/batch=0.77s
2279/19499 (epoch 5.844) train_loss=484.80291748 time/batch=1.27s
2280/19499 (epoch 5.846) train_loss=259.39605713 time/batch=0.73s
2281/19499 (epoch 5.849) train_loss=312.95928955 time/batch=0.75s
2282/19499 (epoch 5.852) train_loss=308.90093994 time/batch=0.78s
2283/19499 (epoch 5.854) train_loss=310.72607422 time/batch=0.79s
2284/19499 (epoch 5.857) train_loss=372.78750610 time/batch=0.87s
2285/19499 (epoch 5.859) train_loss=330.71383667 time/batch=0.83s
2286/19499 (epoch 5.862) train_loss=256.70724487 time/batch=0.69s
2287/19499 (epoch 5.864) train_loss=321.98977661 time/batch=0.77s
2288/19499 (epoch 5.867) train_loss=321.59210205 time/batch=0.81s
2289/19499 (epoch 5.869) train_loss=252.54829407 time/batch=0.65s
2290/19499 (epoch 5.872) train_loss=403.48223877 time/batch=0.94s
2291/19499 (epoch 5.875) train_loss=349.63189697 time/batch=0.89s
2292/19499 (epoch 5.877) train_loss=310.53878784 time/batch=0.75s
2293/19499 (epoch 5.880) train_loss=327.45510864 time/batch=0.80s
2294/19499 (epoch 5.882) train_loss=279.24835205 time/batch=0.72s
2295/19499 (epoch 5.885) train_loss=259.80288696 time/batch=0.67s
2296/19499 (epoch 5.887) train_loss=297.54821777 time/batch=0.78s
2297/19499 (epoch 5.890) train_loss=363.60177612 time/batch=0.92s
2298/19499 (epoch 5.893) train_loss=328.12115479 time/batch=0.88s
2299/19499 (epoch 5.895) train_loss=322.98809814 time/batch=0.80s
2300/19499 (epoch 5.898) train_loss=286.14108276 time/batch=0.71s
2301/19499 (epoch 5.900) train_loss=316.90301514 time/batch=0.82s
2302/19499 (epoch 5.903) train_loss=276.90399170 time/batch=0.72s
2303/19499 (epoch 5.905) train_loss=295.91082764 time/batch=0.79s
2304/19499 (epoch 5.908) train_loss=281.90289307 time/batch=0.73s
2305/19499 (epoch 5.910) train_loss=246.56726074 time/batch=0.67s
2306/19499 (epoch 5.913) train_loss=241.79415894 time/batch=0.62s
2307/19499 (epoch 5.916) train_loss=255.51977539 time/batch=0.65s
2308/19499 (epoch 5.918) train_loss=241.47982788 time/batch=0.64s
2309/19499 (epoch 5.921) train_loss=300.56924438 time/batch=0.71s
2310/19499 (epoch 5.923) train_loss=289.78442383 time/batch=0.73s
2311/19499 (epoch 5.926) train_loss=338.39959717 time/batch=0.82s
2312/19499 (epoch 5.928) train_loss=266.81457520 time/batch=0.71s
2313/19499 (epoch 5.931) train_loss=240.60263062 time/batch=0.64s
2314/19499 (epoch 5.934) train_loss=266.17602539 time/batch=0.67s
2315/19499 (epoch 5.936) train_loss=256.74023438 time/batch=0.67s
2316/19499 (epoch 5.939) train_loss=250.20431519 time/batch=0.67s
2317/19499 (epoch 5.941) train_loss=325.48736572 time/batch=0.79s
2318/19499 (epoch 5.944) train_loss=280.78659058 time/batch=0.83s
2319/19499 (epoch 5.946) train_loss=239.20779419 time/batch=0.66s
2320/19499 (epoch 5.949) train_loss=262.75164795 time/batch=0.65s
2321/19499 (epoch 5.952) train_loss=319.26724243 time/batch=0.80s
2322/19499 (epoch 5.954) train_loss=246.36126709 time/batch=0.67s
2323/19499 (epoch 5.957) train_loss=326.28536987 time/batch=0.80s
2324/19499 (epoch 5.959) train_loss=339.27886963 time/batch=0.84s
2325/19499 (epoch 5.962) train_loss=279.19970703 time/batch=0.69s
2326/19499 (epoch 5.964) train_loss=346.73373413 time/batch=0.85s
2327/19499 (epoch 5.967) train_loss=255.75804138 time/batch=0.69s
2328/19499 (epoch 5.969) train_loss=317.99206543 time/batch=0.81s
2329/19499 (epoch 5.972) train_loss=317.03710938 time/batch=0.82s
2330/19499 (epoch 5.975) train_loss=317.75317383 time/batch=0.87s
2331/19499 (epoch 5.977) train_loss=254.85665894 time/batch=0.68s
2332/19499 (epoch 5.980) train_loss=250.42022705 time/batch=0.64s
2333/19499 (epoch 5.982) train_loss=294.15750122 time/batch=0.80s
2334/19499 (epoch 5.985) train_loss=245.77355957 time/batch=0.68s
2335/19499 (epoch 5.987) train_loss=1140.15063477 time/batch=2.42s
2336/19499 (epoch 5.990) train_loss=1138.69677734 time/batch=2.47s
2337/19499 (epoch 5.993) train_loss=424.84222412 time/batch=1.21s
2338/19499 (epoch 5.995) train_loss=535.52008057 time/batch=1.22s
2339/19499 (epoch 5.998) train_loss=840.03680420 time/batch=1.88s
2340/19499 (epoch 6.000) train_loss=1358.14147949 time/batch=2.99s
2341/19499 (epoch 6.003) train_loss=1615.93847656 time/batch=3.59s
2342/19499 (epoch 6.005) train_loss=851.73028564 time/batch=2.14s
2343/19499 (epoch 6.008) train_loss=752.07586670 time/batch=1.78s
2344/19499 (epoch 6.010) train_loss=622.06109619 time/batch=1.58s
2345/19499 (epoch 6.013) train_loss=452.49328613 time/batch=1.24s
2346/19499 (epoch 6.016) train_loss=461.17858887 time/batch=1.17s
2347/19499 (epoch 6.018) train_loss=358.88238525 time/batch=0.94s
2348/19499 (epoch 6.021) train_loss=178.21287537 time/batch=0.52s
2349/19499 (epoch 6.023) train_loss=235.66729736 time/batch=0.56s
2350/19499 (epoch 6.026) train_loss=1955.79797363 time/batch=4.65s
2351/19499 (epoch 6.028) train_loss=1054.10632324 time/batch=2.96s
2352/19499 (epoch 6.031) train_loss=203.11099243 time/batch=0.85s
2353/19499 (epoch 6.034) train_loss=706.54235840 time/batch=1.50s
2354/19499 (epoch 6.036) train_loss=574.76647949 time/batch=1.41s
2355/19499 (epoch 6.039) train_loss=987.02661133 time/batch=2.52s
2356/19499 (epoch 6.041) train_loss=582.57714844 time/batch=1.64s
2357/19499 (epoch 6.044) train_loss=223.43548584 time/batch=0.69s
2358/19499 (epoch 6.046) train_loss=426.42883301 time/batch=0.99s
2359/19499 (epoch 6.049) train_loss=753.98901367 time/batch=1.69s
2360/19499 (epoch 6.052) train_loss=359.93023682 time/batch=1.05s
2361/19499 (epoch 6.054) train_loss=958.53039551 time/batch=3.25s
2362/19499 (epoch 6.057) train_loss=130.26428223 time/batch=0.83s
2363/19499 (epoch 6.059) train_loss=289.07604980 time/batch=0.66s
2364/19499 (epoch 6.062) train_loss=734.00152588 time/batch=1.68s
2365/19499 (epoch 6.064) train_loss=480.05395508 time/batch=1.28s
2366/19499 (epoch 6.067) train_loss=475.95855713 time/batch=1.19s
2367/19499 (epoch 6.069) train_loss=519.43420410 time/batch=1.28s
2368/19499 (epoch 6.072) train_loss=168.68728638 time/batch=0.58s
2369/19499 (epoch 6.075) train_loss=632.49182129 time/batch=1.42s
2370/19499 (epoch 6.077) train_loss=624.40747070 time/batch=1.52s
2371/19499 (epoch 6.080) train_loss=492.97415161 time/batch=1.28s
2372/19499 (epoch 6.082) train_loss=854.54071045 time/batch=1.95s
2373/19499 (epoch 6.085) train_loss=401.06350708 time/batch=1.14s
2374/19499 (epoch 6.087) train_loss=301.77432251 time/batch=0.82s
2375/19499 (epoch 6.090) train_loss=236.64329529 time/batch=0.63s
2376/19499 (epoch 6.093) train_loss=316.96752930 time/batch=0.79s
2377/19499 (epoch 6.095) train_loss=400.42059326 time/batch=0.98s
2378/19499 (epoch 6.098) train_loss=808.97973633 time/batch=1.92s
2379/19499 (epoch 6.100) train_loss=369.94976807 time/batch=1.12s
2380/19499 (epoch 6.103) train_loss=543.83166504 time/batch=1.27s
2381/19499 (epoch 6.105) train_loss=669.09411621 time/batch=1.65s
2382/19499 (epoch 6.108) train_loss=215.62829590 time/batch=0.72s
2383/19499 (epoch 6.111) train_loss=826.27874756 time/batch=1.88s
2384/19499 (epoch 6.113) train_loss=603.12536621 time/batch=1.62s
2385/19499 (epoch 6.116) train_loss=609.25354004 time/batch=1.39s
2386/19499 (epoch 6.118) train_loss=446.10833740 time/batch=1.10s
2387/19499 (epoch 6.121) train_loss=229.99777222 time/batch=0.64s
2388/19499 (epoch 6.123) train_loss=576.58850098 time/batch=1.28s
2389/19499 (epoch 6.126) train_loss=460.21292114 time/batch=1.23s
2390/19499 (epoch 6.128) train_loss=215.73074341 time/batch=0.66s
2391/19499 (epoch 6.131) train_loss=150.44650269 time/batch=0.38s
2392/19499 (epoch 6.134) train_loss=359.39813232 time/batch=0.84s
