vocabulary size: 226
n tunes: 4083
n train tunes: 3891.0
n validation tunes: 192.0
20621/10943 (epoch 169.589) train_loss=541.21850586 time/batch=0.89s
20622/10943 (epoch 169.598) train_loss=623.89837646 time/batch=1.00s
20623/10943 (epoch 169.606) train_loss=403.43475342 time/batch=0.72s
20624/10943 (epoch 169.614) train_loss=635.69055176 time/batch=1.08s
20625/10943 (epoch 169.622) train_loss=330.25851440 time/batch=0.63s
20626/10943 (epoch 169.630) train_loss=283.56430054 time/batch=0.51s
20627/10943 (epoch 169.639) train_loss=452.53845215 time/batch=0.88s
20628/10943 (epoch 169.647) train_loss=337.19708252 time/batch=0.62s
20629/10943 (epoch 169.655) train_loss=560.78125000 time/batch=0.94s
20630/10943 (epoch 169.663) train_loss=454.00466919 time/batch=0.79s
20631/10943 (epoch 169.672) train_loss=606.87683105 time/batch=1.03s
20632/10943 (epoch 169.680) train_loss=474.17086792 time/batch=0.85s
20633/10943 (epoch 169.688) train_loss=473.14044189 time/batch=0.82s
20634/10943 (epoch 169.696) train_loss=226.27816772 time/batch=0.44s
20635/10943 (epoch 169.704) train_loss=196.44967651 time/batch=0.35s
20636/10943 (epoch 169.713) train_loss=343.31256104 time/batch=0.55s
20637/10943 (epoch 169.721) train_loss=421.56945801 time/batch=0.69s
20638/10943 (epoch 169.729) train_loss=358.42422485 time/batch=0.64s
20639/10943 (epoch 169.737) train_loss=419.75262451 time/batch=0.70s
20640/10943 (epoch 169.746) train_loss=378.31668091 time/batch=0.66s
20641/10943 (epoch 169.754) train_loss=446.94274902 time/batch=0.79s
20642/10943 (epoch 169.762) train_loss=348.69039917 time/batch=0.61s
20643/10943 (epoch 169.770) train_loss=257.67883301 time/batch=0.49s
20644/10943 (epoch 169.778) train_loss=427.46270752 time/batch=0.72s
20645/10943 (epoch 169.787) train_loss=196.66630554 time/batch=0.39s
20646/10943 (epoch 169.795) train_loss=306.72018433 time/batch=0.53s
20647/10943 (epoch 169.803) train_loss=305.13336182 time/batch=0.56s
20648/10943 (epoch 169.811) train_loss=373.72839355 time/batch=0.63s
20649/10943 (epoch 169.820) train_loss=335.50207520 time/batch=0.59s
20650/10943 (epoch 169.828) train_loss=333.17816162 time/batch=0.59s
20651/10943 (epoch 169.836) train_loss=210.54499817 time/batch=0.42s
20652/10943 (epoch 169.844) train_loss=284.48400879 time/batch=0.50s
20653/10943 (epoch 169.852) train_loss=306.94152832 time/batch=0.55s
20654/10943 (epoch 169.861) train_loss=269.09780884 time/batch=0.55s
20655/10943 (epoch 169.869) train_loss=391.27413940 time/batch=0.68s
20656/10943 (epoch 169.877) train_loss=439.51644897 time/batch=0.71s
20657/10943 (epoch 169.885) train_loss=422.35848999 time/batch=0.71s
20658/10943 (epoch 169.894) train_loss=434.46298218 time/batch=0.72s
20659/10943 (epoch 169.902) train_loss=354.55010986 time/batch=0.64s
20660/10943 (epoch 169.910) train_loss=302.07479858 time/batch=0.62s
setting learning rate to 0.0009146
  saved to metadata/gru_dropout-9_nov_folkwiki-20181115-204407_epoch59.pkl
20661/10943 (epoch 169.918) train_loss=622.19610596 time/batch=0.93s
20662/10943 (epoch 169.926) train_loss=751.62481689 time/batch=1.23s
20663/10943 (epoch 169.935) train_loss=290.46392822 time/batch=0.55s
20664/10943 (epoch 169.943) train_loss=398.03466797 time/batch=0.68s
20665/10943 (epoch 169.951) train_loss=246.40814209 time/batch=0.45s
20666/10943 (epoch 169.959) train_loss=773.81872559 time/batch=1.21s
20667/10943 (epoch 169.968) train_loss=424.02926636 time/batch=0.74s
20668/10943 (epoch 169.976) train_loss=560.01629639 time/batch=0.94s
20669/10943 (epoch 169.984) train_loss=173.97024536 time/batch=0.38s
20670/10943 (epoch 169.992) train_loss=356.67324829 time/batch=0.60s
20671/10943 (epoch 170.001) train_loss=670.56848145 time/batch=1.13s
20672/10943 (epoch 170.009) train_loss=1048.00964355 time/batch=1.72s
20673/10943 (epoch 170.017) train_loss=460.39169312 time/batch=0.84s
20674/10943 (epoch 170.025) train_loss=556.39501953 time/batch=0.91s
20675/10943 (epoch 170.033) train_loss=198.18705750 time/batch=0.40s
20676/10943 (epoch 170.042) train_loss=571.57714844 time/batch=0.92s
20677/10943 (epoch 170.050) train_loss=177.29318237 time/batch=0.38s
20678/10943 (epoch 170.058) train_loss=188.15911865 time/batch=0.34s
20679/10943 (epoch 170.066) train_loss=203.44636536 time/batch=0.35s
20680/10943 (epoch 170.075) train_loss=593.34069824 time/batch=0.96s
20681/10943 (epoch 170.083) train_loss=652.70812988 time/batch=1.10s
20682/10943 (epoch 170.091) train_loss=564.91223145 time/batch=0.97s
20683/10943 (epoch 170.099) train_loss=497.08624268 time/batch=0.88s
20684/10943 (epoch 170.107) train_loss=523.16186523 time/batch=0.87s
20685/10943 (epoch 170.116) train_loss=1133.11669922 time/batch=2.11s
20686/10943 (epoch 170.124) train_loss=235.20214844 time/batch=0.58s
20687/10943 (epoch 170.132) train_loss=135.79870605 time/batch=0.27s
20688/10943 (epoch 170.140) train_loss=443.37933350 time/batch=0.73s
20689/10943 (epoch 170.149) train_loss=814.60351562 time/batch=1.42s
20690/10943 (epoch 170.157) train_loss=316.89617920 time/batch=0.65s
20691/10943 (epoch 170.165) train_loss=346.74807739 time/batch=0.57s
20692/10943 (epoch 170.173) train_loss=176.24952698 time/batch=0.33s
20693/10943 (epoch 170.181) train_loss=1141.59606934 time/batch=3.07s
20694/10943 (epoch 170.190) train_loss=791.52734375 time/batch=1.47s
20695/10943 (epoch 170.198) train_loss=603.14227295 time/batch=1.00s
20696/10943 (epoch 170.206) train_loss=532.50244141 time/batch=0.91s
20697/10943 (epoch 170.214) train_loss=405.98168945 time/batch=0.71s
20698/10943 (epoch 170.223) train_loss=387.21716309 time/batch=0.66s
20699/10943 (epoch 170.231) train_loss=346.71234131 time/batch=0.61s
20700/10943 (epoch 170.239) train_loss=510.00906372 time/batch=0.86s
20701/10943 (epoch 170.247) train_loss=629.05560303 time/batch=1.02s
20702/10943 (epoch 170.255) train_loss=164.26925659 time/batch=0.36s
20703/10943 (epoch 170.264) train_loss=848.68298340 time/batch=1.38s
20704/10943 (epoch 170.272) train_loss=699.07177734 time/batch=1.19s
20705/10943 (epoch 170.280) train_loss=254.33267212 time/batch=0.51s
20706/10943 (epoch 170.288) train_loss=534.25640869 time/batch=0.84s
20707/10943 (epoch 170.297) train_loss=477.01873779 time/batch=0.85s
20708/10943 (epoch 170.305) train_loss=198.18992615 time/batch=0.41s
20709/10943 (epoch 170.313) train_loss=291.07635498 time/batch=0.50s
20710/10943 (epoch 170.321) train_loss=415.64013672 time/batch=0.68s
20711/10943 (epoch 170.329) train_loss=218.50508118 time/batch=0.42s
20712/10943 (epoch 170.338) train_loss=456.20123291 time/batch=0.73s
20713/10943 (epoch 170.346) train_loss=407.01062012 time/batch=0.68s
20714/10943 (epoch 170.354) train_loss=457.42935181 time/batch=0.81s
20715/10943 (epoch 170.362) train_loss=359.03125000 time/batch=0.64s
20716/10943 (epoch 170.371) train_loss=434.41571045 time/batch=0.75s
20717/10943 (epoch 170.379) train_loss=626.24444580 time/batch=1.04s
20718/10943 (epoch 170.387) train_loss=264.62844849 time/batch=0.52s
20719/10943 (epoch 170.395) train_loss=269.63217163 time/batch=0.48s
20720/10943 (epoch 170.403) train_loss=456.04714966 time/batch=0.79s
20721/10943 (epoch 170.412) train_loss=337.32553101 time/batch=0.62s
20722/10943 (epoch 170.420) train_loss=311.59118652 time/batch=0.55s
20723/10943 (epoch 170.428) train_loss=452.54461670 time/batch=0.76s
20724/10943 (epoch 170.436) train_loss=691.47320557 time/batch=1.10s
20725/10943 (epoch 170.445) train_loss=352.63067627 time/batch=0.64s
20726/10943 (epoch 170.453) train_loss=670.78076172 time/batch=1.10s
20727/10943 (epoch 170.461) train_loss=340.70556641 time/batch=0.62s
20728/10943 (epoch 170.469) train_loss=460.21539307 time/batch=0.79s
20729/10943 (epoch 170.478) train_loss=565.87530518 time/batch=0.98s
20730/10943 (epoch 170.486) train_loss=446.69848633 time/batch=0.74s
20731/10943 (epoch 170.494) train_loss=424.43957520 time/batch=0.72s
20732/10943 (epoch 170.502) train_loss=771.47265625 time/batch=1.28s
20733/10943 (epoch 170.510) train_loss=448.77331543 time/batch=0.82s
20734/10943 (epoch 170.519) train_loss=231.68338013 time/batch=0.44s
20735/10943 (epoch 170.527) train_loss=491.00390625 time/batch=0.79s
20736/10943 (epoch 170.535) train_loss=324.52682495 time/batch=0.60s
20737/10943 (epoch 170.543) train_loss=387.35974121 time/batch=0.64s
20738/10943 (epoch 170.552) train_loss=531.67443848 time/batch=0.89s
20739/10943 (epoch 170.560) train_loss=369.19854736 time/batch=0.64s
20740/10943 (epoch 170.568) train_loss=491.70809937 time/batch=0.82s
20741/10943 (epoch 170.576) train_loss=377.61138916 time/batch=0.66s
20742/10943 (epoch 170.584) train_loss=179.26828003 time/batch=0.38s
20743/10943 (epoch 170.593) train_loss=469.03765869 time/batch=0.76s
20744/10943 (epoch 170.601) train_loss=577.88244629 time/batch=0.99s
20745/10943 (epoch 170.609) train_loss=309.03857422 time/batch=0.59s
20746/10943 (epoch 170.617) train_loss=543.54785156 time/batch=0.96s
20747/10943 (epoch 170.626) train_loss=251.59298706 time/batch=0.50s
20748/10943 (epoch 170.634) train_loss=297.99508667 time/batch=0.52s
20749/10943 (epoch 170.642) train_loss=426.03063965 time/batch=0.73s
20750/10943 (epoch 170.650) train_loss=465.22674561 time/batch=0.79s
20751/10943 (epoch 170.658) train_loss=431.89825439 time/batch=0.73s
20752/10943 (epoch 170.667) train_loss=301.94448853 time/batch=0.53s
20753/10943 (epoch 170.675) train_loss=462.01141357 time/batch=0.77s
20754/10943 (epoch 170.683) train_loss=329.31896973 time/batch=0.59s
20755/10943 (epoch 170.691) train_loss=399.52828979 time/batch=0.65s
20756/10943 (epoch 170.700) train_loss=290.31707764 time/batch=0.53s
20757/10943 (epoch 170.708) train_loss=394.65893555 time/batch=0.69s
20758/10943 (epoch 170.716) train_loss=401.84005737 time/batch=0.68s
20759/10943 (epoch 170.724) train_loss=353.73352051 time/batch=0.63s
20760/10943 (epoch 170.732) train_loss=216.77804565 time/batch=0.39s
20761/10943 (epoch 170.741) train_loss=464.15103149 time/batch=0.76s
20762/10943 (epoch 170.749) train_loss=233.22479248 time/batch=0.47s
20763/10943 (epoch 170.757) train_loss=434.39141846 time/batch=0.70s
20764/10943 (epoch 170.765) train_loss=494.69506836 time/batch=0.84s
20765/10943 (epoch 170.774) train_loss=293.58319092 time/batch=0.56s
20766/10943 (epoch 170.782) train_loss=228.60705566 time/batch=0.44s
20767/10943 (epoch 170.790) train_loss=370.07211304 time/batch=0.62s
20768/10943 (epoch 170.798) train_loss=487.01074219 time/batch=0.88s
20769/10943 (epoch 170.806) train_loss=328.01733398 time/batch=0.62s
20770/10943 (epoch 170.815) train_loss=419.74237061 time/batch=0.72s
20771/10943 (epoch 170.823) train_loss=335.14788818 time/batch=0.61s
20772/10943 (epoch 170.831) train_loss=265.18890381 time/batch=0.47s
20773/10943 (epoch 170.839) train_loss=469.35086060 time/batch=0.79s
20774/10943 (epoch 170.848) train_loss=424.71795654 time/batch=0.75s
20775/10943 (epoch 170.856) train_loss=325.69802856 time/batch=0.61s
20776/10943 (epoch 170.864) train_loss=271.59841919 time/batch=0.47s
20777/10943 (epoch 170.872) train_loss=354.52767944 time/batch=0.60s
20778/10943 (epoch 170.880) train_loss=338.61724854 time/batch=0.61s
20779/10943 (epoch 170.889) train_loss=284.81164551 time/batch=0.50s
20780/10943 (epoch 170.897) train_loss=336.21249390 time/batch=0.61s
20781/10943 (epoch 170.905) train_loss=362.61340332 time/batch=0.72s
setting learning rate to 0.0008871
20782/10943 (epoch 170.913) train_loss=544.58978271 time/batch=0.91s
20783/10943 (epoch 170.922) train_loss=542.89068604 time/batch=0.94s
20784/10943 (epoch 170.930) train_loss=465.39257812 time/batch=0.75s
20785/10943 (epoch 170.938) train_loss=872.32312012 time/batch=1.42s
20786/10943 (epoch 170.946) train_loss=1051.45776367 time/batch=1.64s
20787/10943 (epoch 170.955) train_loss=150.33773804 time/batch=0.38s
20788/10943 (epoch 170.963) train_loss=1132.01538086 time/batch=1.72s
20789/10943 (epoch 170.971) train_loss=927.45898438 time/batch=1.89s
20790/10943 (epoch 170.979) train_loss=727.79003906 time/batch=1.28s
20791/10943 (epoch 170.987) train_loss=438.50207520 time/batch=0.77s
20792/10943 (epoch 170.996) train_loss=480.52645874 time/batch=0.85s
20793/10943 (epoch 171.004) train_loss=277.27746582 time/batch=0.51s
20794/10943 (epoch 171.012) train_loss=262.18597412 time/batch=0.46s
20795/10943 (epoch 171.020) train_loss=644.36016846 time/batch=1.04s
20796/10943 (epoch 171.029) train_loss=1297.17211914 time/batch=3.13s
20797/10943 (epoch 171.037) train_loss=844.91442871 time/batch=1.54s
20798/10943 (epoch 171.045) train_loss=511.87200928 time/batch=0.91s
20799/10943 (epoch 171.053) train_loss=291.07455444 time/batch=0.53s
20800/10943 (epoch 171.061) train_loss=287.47167969 time/batch=0.49s
20801/10943 (epoch 171.070) train_loss=157.56718445 time/batch=0.29s
20802/10943 (epoch 171.078) train_loss=255.39723206 time/batch=0.42s
20803/10943 (epoch 171.086) train_loss=586.70434570 time/batch=0.93s
20804/10943 (epoch 171.094) train_loss=253.82592773 time/batch=0.49s
20805/10943 (epoch 171.103) train_loss=228.66557312 time/batch=0.40s
20806/10943 (epoch 171.111) train_loss=319.74893188 time/batch=0.54s
20807/10943 (epoch 171.119) train_loss=630.78906250 time/batch=0.99s
20808/10943 (epoch 171.127) train_loss=598.35211182 time/batch=0.98s
20809/10943 (epoch 171.135) train_loss=410.40551758 time/batch=0.72s
20810/10943 (epoch 171.144) train_loss=199.03204346 time/batch=0.37s
20811/10943 (epoch 171.152) train_loss=163.67449951 time/batch=0.30s
20812/10943 (epoch 171.160) train_loss=626.92736816 time/batch=1.00s
20813/10943 (epoch 171.168) train_loss=434.98217773 time/batch=0.75s
20814/10943 (epoch 171.177) train_loss=451.97222900 time/batch=0.76s
20815/10943 (epoch 171.185) train_loss=295.23022461 time/batch=0.54s
20816/10943 (epoch 171.193) train_loss=664.09008789 time/batch=1.10s
20817/10943 (epoch 171.201) train_loss=308.74465942 time/batch=0.60s
20818/10943 (epoch 171.209) train_loss=440.27267456 time/batch=0.73s
20819/10943 (epoch 171.218) train_loss=696.26153564 time/batch=1.09s
20820/10943 (epoch 171.226) train_loss=191.96896362 time/batch=0.41s
20821/10943 (epoch 171.234) train_loss=245.16937256 time/batch=0.43s
20822/10943 (epoch 171.242) train_loss=540.47485352 time/batch=0.86s
20823/10943 (epoch 171.251) train_loss=243.81221008 time/batch=0.50s
20824/10943 (epoch 171.259) train_loss=593.18273926 time/batch=0.99s
20825/10943 (epoch 171.267) train_loss=793.92712402 time/batch=1.31s
20826/10943 (epoch 171.275) train_loss=322.00531006 time/batch=0.60s
20827/10943 (epoch 171.283) train_loss=339.20159912 time/batch=0.58s
20828/10943 (epoch 171.292) train_loss=470.49942017 time/batch=0.78s
20829/10943 (epoch 171.300) train_loss=333.25274658 time/batch=0.59s
20830/10943 (epoch 171.308) train_loss=295.58563232 time/batch=0.53s
20831/10943 (epoch 171.316) train_loss=396.05780029 time/batch=0.66s
20832/10943 (epoch 171.325) train_loss=435.27136230 time/batch=0.76s
20833/10943 (epoch 171.333) train_loss=295.35760498 time/batch=0.53s
20834/10943 (epoch 171.341) train_loss=396.58673096 time/batch=0.67s
20835/10943 (epoch 171.349) train_loss=575.60943604 time/batch=0.97s
20836/10943 (epoch 171.357) train_loss=473.78625488 time/batch=0.82s
20837/10943 (epoch 171.366) train_loss=268.31494141 time/batch=0.49s
20838/10943 (epoch 171.374) train_loss=325.97949219 time/batch=0.56s
20839/10943 (epoch 171.382) train_loss=351.30902100 time/batch=0.60s
20840/10943 (epoch 171.390) train_loss=472.34634399 time/batch=0.77s
20841/10943 (epoch 171.399) train_loss=515.25140381 time/batch=0.86s
20842/10943 (epoch 171.407) train_loss=678.83819580 time/batch=1.05s
20843/10943 (epoch 171.415) train_loss=273.25659180 time/batch=0.52s
20844/10943 (epoch 171.423) train_loss=234.98725891 time/batch=0.46s
20845/10943 (epoch 171.432) train_loss=380.52752686 time/batch=0.63s
20846/10943 (epoch 171.440) train_loss=745.98559570 time/batch=1.20s
20847/10943 (epoch 171.448) train_loss=717.86273193 time/batch=1.24s
20848/10943 (epoch 171.456) train_loss=380.31118774 time/batch=0.69s
20849/10943 (epoch 171.464) train_loss=204.57217407 time/batch=0.38s
20850/10943 (epoch 171.473) train_loss=557.19012451 time/batch=0.88s
20851/10943 (epoch 171.481) train_loss=436.37689209 time/batch=0.74s
20852/10943 (epoch 171.489) train_loss=176.27799988 time/batch=0.34s
20853/10943 (epoch 171.497) train_loss=665.36828613 time/batch=1.07s
20854/10943 (epoch 171.506) train_loss=309.09136963 time/batch=0.60s
20855/10943 (epoch 171.514) train_loss=219.66662598 time/batch=0.39s
20856/10943 (epoch 171.522) train_loss=430.82617188 time/batch=0.70s
20857/10943 (epoch 171.530) train_loss=445.10998535 time/batch=0.75s
20858/10943 (epoch 171.538) train_loss=340.66622925 time/batch=0.60s
20859/10943 (epoch 171.547) train_loss=456.58081055 time/batch=0.78s
20860/10943 (epoch 171.555) train_loss=455.26110840 time/batch=0.79s
20861/10943 (epoch 171.563) train_loss=357.17446899 time/batch=0.63s
20862/10943 (epoch 171.571) train_loss=517.43817139 time/batch=0.85s
20863/10943 (epoch 171.580) train_loss=389.69940186 time/batch=0.70s
20864/10943 (epoch 171.588) train_loss=218.67636108 time/batch=0.41s
20865/10943 (epoch 171.596) train_loss=484.61566162 time/batch=0.80s
20866/10943 (epoch 171.604) train_loss=319.10540771 time/batch=0.58s
20867/10943 (epoch 171.612) train_loss=389.45031738 time/batch=0.64s
20868/10943 (epoch 171.621) train_loss=569.55151367 time/batch=0.94s
20869/10943 (epoch 171.629) train_loss=193.92919922 time/batch=0.39s
20870/10943 (epoch 171.637) train_loss=354.05517578 time/batch=0.60s
20871/10943 (epoch 171.645) train_loss=449.70169067 time/batch=0.80s
20872/10943 (epoch 171.654) train_loss=335.68450928 time/batch=0.64s
20873/10943 (epoch 171.662) train_loss=172.97460938 time/batch=0.34s
20874/10943 (epoch 171.670) train_loss=537.40148926 time/batch=0.89s
20875/10943 (epoch 171.678) train_loss=419.67803955 time/batch=0.70s
20876/10943 (epoch 171.686) train_loss=434.03982544 time/batch=0.78s
20877/10943 (epoch 171.695) train_loss=507.21957397 time/batch=0.87s
20878/10943 (epoch 171.703) train_loss=353.83233643 time/batch=0.61s
20879/10943 (epoch 171.711) train_loss=506.33380127 time/batch=0.85s
20880/10943 (epoch 171.719) train_loss=282.40747070 time/batch=0.54s
20881/10943 (epoch 171.728) train_loss=401.41693115 time/batch=0.67s
20882/10943 (epoch 171.736) train_loss=204.93261719 time/batch=0.37s
20883/10943 (epoch 171.744) train_loss=373.65322876 time/batch=0.61s
20884/10943 (epoch 171.752) train_loss=403.33697510 time/batch=0.67s
20885/10943 (epoch 171.760) train_loss=400.16644287 time/batch=0.68s
20886/10943 (epoch 171.769) train_loss=371.95745850 time/batch=0.66s
20887/10943 (epoch 171.777) train_loss=390.07608032 time/batch=0.70s
20888/10943 (epoch 171.785) train_loss=503.59735107 time/batch=0.88s
20889/10943 (epoch 171.793) train_loss=297.47058105 time/batch=0.59s
20890/10943 (epoch 171.802) train_loss=565.59301758 time/batch=0.96s
20891/10943 (epoch 171.810) train_loss=333.24526978 time/batch=0.64s
20892/10943 (epoch 171.818) train_loss=473.54138184 time/batch=0.81s
20893/10943 (epoch 171.826) train_loss=493.36993408 time/batch=1.08s
20894/10943 (epoch 171.834) train_loss=488.21447754 time/batch=0.85s
20895/10943 (epoch 171.843) train_loss=318.90078735 time/batch=0.61s
20896/10943 (epoch 171.851) train_loss=337.20959473 time/batch=0.59s
20897/10943 (epoch 171.859) train_loss=462.08966064 time/batch=0.80s
20898/10943 (epoch 171.867) train_loss=424.29281616 time/batch=0.73s
20899/10943 (epoch 171.876) train_loss=442.03253174 time/batch=0.81s
20900/10943 (epoch 171.884) train_loss=252.45497131 time/batch=0.63s
20901/10943 (epoch 171.892) train_loss=344.53555298 time/batch=0.63s
20902/10943 (epoch 171.900) train_loss=362.78039551 time/batch=0.71s
setting learning rate to 0.0008605
20903/10943 (epoch 171.909) train_loss=683.03918457 time/batch=1.10s
20904/10943 (epoch 171.917) train_loss=849.94738770 time/batch=1.47s
20905/10943 (epoch 171.925) train_loss=704.20507812 time/batch=1.08s
20906/10943 (epoch 171.933) train_loss=883.42822266 time/batch=1.34s
20907/10943 (epoch 171.941) train_loss=1410.24121094 time/batch=3.17s
20908/10943 (epoch 171.950) train_loss=301.04333496 time/batch=0.80s
20909/10943 (epoch 171.958) train_loss=328.06454468 time/batch=0.55s
20910/10943 (epoch 171.966) train_loss=135.50183105 time/batch=0.27s
20911/10943 (epoch 171.974) train_loss=676.88195801 time/batch=1.11s
20912/10943 (epoch 171.983) train_loss=232.10409546 time/batch=0.49s
20913/10943 (epoch 171.991) train_loss=449.22943115 time/batch=0.72s
20914/10943 (epoch 171.999) train_loss=450.98263550 time/batch=0.80s
20915/10943 (epoch 172.007) train_loss=1022.91241455 time/batch=1.68s
20916/10943 (epoch 172.015) train_loss=207.68679810 time/batch=0.51s
20917/10943 (epoch 172.024) train_loss=289.41339111 time/batch=0.50s
20918/10943 (epoch 172.032) train_loss=257.35946655 time/batch=0.45s
20919/10943 (epoch 172.040) train_loss=717.04309082 time/batch=1.20s
20920/10943 (epoch 172.048) train_loss=931.05682373 time/batch=1.60s
20921/10943 (epoch 172.057) train_loss=223.69689941 time/batch=0.52s
20922/10943 (epoch 172.065) train_loss=637.54553223 time/batch=1.04s
20923/10943 (epoch 172.073) train_loss=227.53475952 time/batch=0.46s
20924/10943 (epoch 172.081) train_loss=288.52435303 time/batch=0.50s
20925/10943 (epoch 172.089) train_loss=459.81753540 time/batch=0.80s
20926/10943 (epoch 172.098) train_loss=337.07141113 time/batch=0.62s
20927/10943 (epoch 172.106) train_loss=443.54156494 time/batch=0.75s
20928/10943 (epoch 172.114) train_loss=821.41320801 time/batch=1.36s
20929/10943 (epoch 172.122) train_loss=589.18701172 time/batch=1.07s
20930/10943 (epoch 172.131) train_loss=647.98382568 time/batch=1.05s
20931/10943 (epoch 172.139) train_loss=407.73724365 time/batch=0.71s
20932/10943 (epoch 172.147) train_loss=193.64266968 time/batch=0.36s
20933/10943 (epoch 172.155) train_loss=643.74017334 time/batch=1.05s
20934/10943 (epoch 172.163) train_loss=353.13909912 time/batch=0.68s
20935/10943 (epoch 172.172) train_loss=561.19860840 time/batch=0.96s
20936/10943 (epoch 172.180) train_loss=158.95846558 time/batch=0.35s
20937/10943 (epoch 172.188) train_loss=160.02468872 time/batch=0.30s
20938/10943 (epoch 172.196) train_loss=239.95788574 time/batch=0.42s
20939/10943 (epoch 172.205) train_loss=279.28842163 time/batch=0.48s
20940/10943 (epoch 172.213) train_loss=254.14544678 time/batch=0.46s
20941/10943 (epoch 172.221) train_loss=261.33410645 time/batch=0.47s
20942/10943 (epoch 172.229) train_loss=666.26049805 time/batch=1.12s
20943/10943 (epoch 172.237) train_loss=282.87783813 time/batch=0.54s
20944/10943 (epoch 172.246) train_loss=176.18667603 time/batch=0.32s
20945/10943 (epoch 172.254) train_loss=177.67094421 time/batch=0.33s
20946/10943 (epoch 172.262) train_loss=578.12542725 time/batch=0.92s
20947/10943 (epoch 172.270) train_loss=327.96112061 time/batch=0.62s
20948/10943 (epoch 172.279) train_loss=219.52093506 time/batch=0.39s
20949/10943 (epoch 172.287) train_loss=244.97769165 time/batch=0.44s
20950/10943 (epoch 172.295) train_loss=202.37918091 time/batch=0.37s
20951/10943 (epoch 172.303) train_loss=431.79998779 time/batch=0.69s
20952/10943 (epoch 172.311) train_loss=408.34387207 time/batch=0.70s
20953/10943 (epoch 172.320) train_loss=473.10723877 time/batch=0.78s
20954/10943 (epoch 172.328) train_loss=644.29315186 time/batch=1.05s
20955/10943 (epoch 172.336) train_loss=427.51498413 time/batch=0.71s
20956/10943 (epoch 172.344) train_loss=278.15338135 time/batch=0.50s
20957/10943 (epoch 172.353) train_loss=368.44409180 time/batch=0.62s
20958/10943 (epoch 172.361) train_loss=276.72964478 time/batch=0.51s
20959/10943 (epoch 172.369) train_loss=326.73864746 time/batch=0.56s
20960/10943 (epoch 172.377) train_loss=690.34210205 time/batch=1.16s
20961/10943 (epoch 172.386) train_loss=307.13046265 time/batch=0.61s
20962/10943 (epoch 172.394) train_loss=442.02703857 time/batch=0.72s
20963/10943 (epoch 172.402) train_loss=503.72817993 time/batch=0.86s
20964/10943 (epoch 172.410) train_loss=175.96894836 time/batch=0.35s
20965/10943 (epoch 172.418) train_loss=398.46609497 time/batch=0.64s
20966/10943 (epoch 172.427) train_loss=425.24847412 time/batch=0.75s
20967/10943 (epoch 172.435) train_loss=510.50839233 time/batch=0.88s
20968/10943 (epoch 172.443) train_loss=447.65063477 time/batch=0.78s
20969/10943 (epoch 172.451) train_loss=203.84167480 time/batch=0.40s
20970/10943 (epoch 172.460) train_loss=187.93208313 time/batch=0.37s
20971/10943 (epoch 172.468) train_loss=242.80570984 time/batch=0.49s
20972/10943 (epoch 172.476) train_loss=223.79681396 time/batch=0.42s
20973/10943 (epoch 172.484) train_loss=274.78088379 time/batch=0.51s
20974/10943 (epoch 172.492) train_loss=387.48556519 time/batch=0.67s
20975/10943 (epoch 172.501) train_loss=346.99954224 time/batch=0.63s
20976/10943 (epoch 172.509) train_loss=431.41180420 time/batch=0.77s
20977/10943 (epoch 172.517) train_loss=294.32971191 time/batch=0.57s
20978/10943 (epoch 172.525) train_loss=527.25067139 time/batch=0.87s
20979/10943 (epoch 172.534) train_loss=505.04135132 time/batch=0.87s
20980/10943 (epoch 172.542) train_loss=385.76019287 time/batch=0.68s
20981/10943 (epoch 172.550) train_loss=422.16384888 time/batch=0.71s
20982/10943 (epoch 172.558) train_loss=321.48333740 time/batch=0.60s
20983/10943 (epoch 172.566) train_loss=534.87585449 time/batch=0.89s
20984/10943 (epoch 172.575) train_loss=579.83868408 time/batch=0.97s
20985/10943 (epoch 172.583) train_loss=665.75683594 time/batch=1.22s
20986/10943 (epoch 172.591) train_loss=503.65374756 time/batch=0.89s
20987/10943 (epoch 172.599) train_loss=363.18145752 time/batch=0.66s
20988/10943 (epoch 172.608) train_loss=706.65563965 time/batch=1.19s
20989/10943 (epoch 172.616) train_loss=417.55859375 time/batch=0.74s
20990/10943 (epoch 172.624) train_loss=553.05889893 time/batch=0.94s
20991/10943 (epoch 172.632) train_loss=493.75781250 time/batch=0.85s
20992/10943 (epoch 172.640) train_loss=488.59118652 time/batch=0.81s
20993/10943 (epoch 172.649) train_loss=389.44860840 time/batch=0.67s
20994/10943 (epoch 172.657) train_loss=349.11761475 time/batch=0.61s
20995/10943 (epoch 172.665) train_loss=357.62902832 time/batch=0.63s
20996/10943 (epoch 172.673) train_loss=540.43627930 time/batch=0.96s
20997/10943 (epoch 172.682) train_loss=538.19519043 time/batch=0.93s
20998/10943 (epoch 172.690) train_loss=443.16177368 time/batch=0.74s
20999/10943 (epoch 172.698) train_loss=388.39093018 time/batch=0.66s
Validating
    loss:	406.801168

21000/10943 (epoch 172.706) train_loss=539.30993652 time/batch=2.74s
21001/10943 (epoch 172.714) train_loss=322.79986572 time/batch=0.58s
21002/10943 (epoch 172.723) train_loss=419.55303955 time/batch=0.68s
21003/10943 (epoch 172.731) train_loss=470.37536621 time/batch=0.80s
21004/10943 (epoch 172.739) train_loss=484.84088135 time/batch=0.84s
